ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,gender_0to1,gender_1to0,marry_1to0,marry_0to1,graduated_1to0,graduated_0to1,var_down,var_up,ID_change,Segmentation
461053,1,1,39,0,4,-1,2,4,2,0,0,0,1,0,0,1,0,0,4
461053,1,1,39,0,4,-1,2,4,2,0,0,0,0,0,0,0,0,1,4
461054,0,0,18,0,8,-1,0,-1,2,0,1,1,0,0,0,0,0,0,4
461055,0,1,52,1,2,-1,1,3,2,0,0,0,1,0,1,0,0,0,2
461056,0,1,57,1,0,0,2,3,2,0,0,0,0,0,0,0,0,0,3
461057,1,1,46,1,0,0,2,4,2,1,0,0,0,0,0,0,0,0,2
461059,0,1,48,0,7,1,2,2,5,0,1,0,0,1,0,0,1,0,4
461059,0,1,52,0,7,1,2,2,5,0,0,0,0,0,0,0,0,1,4
461060,1,1,59,1,4,1,2,5,5,1,0,0,0,0,1,0,0,0,3
461060,1,1,56,1,4,0,2,5,5,0,0,0,0,0,0,0,0,1,3
461061,0,0,38,1,2,3,0,1,1,0,1,1,0,0,0,1,0,0,2
461062,0,0,25,0,4,1,0,3,5,0,0,0,0,1,0,0,1,0,4
461063,1,1,53,0,7,0,0,2,5,1,0,0,1,0,0,0,0,0,4
461064,1,0,45,1,0,1,0,5,5,0,0,1,0,0,1,0,0,0,3
461065,1,1,61,1,4,-1,0,6,2,0,0,0,1,0,0,1,0,0,2
461065,1,1,55,1,4,-1,0,6,2,0,0,0,0,0,0,0,0,1,2
461066,0,1,63,0,8,-1,1,3,2,0,1,0,0,1,0,0,0,0,1
461067,1,0,21,0,5,1,0,3,2,1,0,1,0,0,0,0,0,0,4
461068,1,0,46,0,8,1,0,4,2,0,0,0,0,0,0,0,0,0,4
461069,0,0,19,0,5,-1,0,-1,2,0,1,0,0,0,0,0,0,0,4
461070,1,1,46,1,1,0,0,3,2,1,0,0,1,0,1,0,0,0,4
461071,1,1,42,0,2,1,1,5,2,0,0,0,0,1,0,0,0,0,
461073,0,0,33,0,3,1,0,1,2,0,1,1,0,0,0,0,0,0,1
461074,1,1,25,0,3,-1,1,-1,2,1,0,0,1,0,0,0,0,0,4
461075,1,1,33,1,3,-1,1,2,2,0,0,0,0,0,1,0,0,0,2
461076,1,0,42,1,3,1,0,8,2,0,0,1,0,0,0,0,0,0,1
461077,1,0,39,1,3,1,0,8,2,0,0,0,0,0,0,0,0,0,1
461078,0,0,26,0,6,0,0,6,2,0,1,0,0,1,0,0,0,0,1
461078,0,0,33,0,6,0,0,6,2,0,0,0,0,0,0,0,0,1,1
461079,0,0,26,0,2,4,0,1,6,0,0,0,0,0,0,0,1,0,1
461081,0,0,20,0,5,2,0,6,5,0,0,0,0,0,0,1,0,0,4
461082,1,0,23,0,5,8,0,4,0,1,0,0,0,0,0,1,0,0,4
461082,1,0,19,0,5,8,0,4,0,0,0,0,0,0,0,0,0,1,4
461084,0,1,38,1,0,8,1,2,5,0,1,0,1,0,1,0,1,0,2
461085,0,0,31,0,2,1,0,1,2,0,0,1,0,1,0,1,0,0,1
461085,0,0,27,0,2,1,0,1,2,0,0,0,0,0,0,0,0,1,1
461086,1,0,23,0,5,1,0,7,2,1,0,0,0,0,0,0,0,0,4
461087,0,1,29,0,0,0,1,2,2,0,1,0,1,0,0,0,0,0,1
461088,1,1,49,1,0,9,0,1,2,1,0,0,0,0,1,0,0,0,2
461089,1,0,20,0,8,0,0,3,2,0,0,1,0,1,0,0,0,0,2
461090,0,1,45,1,2,1,0,3,2,0,1,0,1,0,1,0,0,0,4
461091,0,1,37,1,0,3,1,3,2,0,0,0,0,0,0,0,0,0,2
461092,0,1,29,1,6,0,2,2,2,0,0,0,0,0,0,0,0,0,1
461093,0,1,38,1,0,1,1,4,2,0,0,0,0,0,0,0,0,0,3
461093,0,1,38,1,0,1,1,4,2,0,0,0,0,0,0,0,0,1,3
461094,0,0,28,1,5,1,0,3,2,0,0,1,0,0,0,0,0,0,4
461095,0,0,21,0,5,-1,0,3,2,0,0,0,0,1,0,0,0,0,4
461096,0,0,33,0,2,9,0,4,2,0,0,0,0,0,0,0,0,0,2
461098,0,1,39,1,2,1,0,1,2,0,0,0,1,0,1,0,0,0,1
461099,0,0,42,0,0,0,0,4,2,0,0,1,0,1,0,0,0,0,1
461099,0,0,38,0,0,1,0,4,2,0,0,0,0,0,0,0,0,1,1
461100,0,0,32,1,5,-1,0,3,2,0,0,0,0,0,1,0,0,0,3
461101,0,1,50,1,2,4,1,4,2,0,0,0,1,0,0,0,0,0,1
461102,1,1,43,0,3,0,1,3,2,1,0,0,0,1,0,0,0,0,1
461103,0,0,30,0,2,1,0,5,2,0,1,1,0,0,0,0,0,0,4
461105,0,0,49,1,3,0,0,1,2,0,0,0,0,0,1,0,0,0,4
461106,1,0,18,0,5,1,0,4,2,1,0,0,0,1,0,0,0,0,4
461107,1,0,21,0,5,0,0,6,2,0,0,0,0,0,0,0,0,0,4
461108,1,0,21,0,5,1,0,4,2,0,0,0,0,0,0,0,0,0,4
461109,1,0,31,1,5,0,0,3,2,0,0,0,0,0,1,0,0,0,4
461110,1,0,18,0,5,-1,0,3,2,0,0,0,0,1,0,0,0,0,4
461111,0,1,42,1,1,8,0,1,5,0,1,0,1,0,1,0,1,0,1
461111,0,1,43,1,1,8,0,1,5,0,0,0,0,0,0,0,0,1,1
461113,0,0,23,0,5,1,0,4,2,0,0,1,0,1,0,1,0,0,4
461114,1,1,45,1,0,1,1,4,2,1,0,0,1,0,1,0,0,0,3
461114,1,1,53,1,0,1,1,4,2,0,0,0,0,0,0,0,0,1,3
461115,0,1,32,0,2,5,0,3,0,0,1,0,0,1,0,1,0,0,1
461116,1,1,30,0,4,4,2,4,2,1,0,0,0,0,0,0,1,0,4
461116,1,1,33,0,4,4,2,4,2,0,0,0,0,0,0,0,0,1,4
461117,0,0,30,1,5,0,0,6,2,0,1,1,0,0,1,0,0,0,4
461118,0,0,30,1,5,6,0,-1,2,0,0,0,0,0,0,0,0,0,1
461118,0,0,30,1,5,7,0,-1,2,0,0,0,0,0,0,0,0,1,1
461119,0,0,23,0,5,6,0,3,2,0,0,0,0,1,0,0,0,0,4
461119,0,0,22,0,5,6,0,3,2,0,0,0,0,0,0,0,0,1,4
461120,1,0,20,0,5,1,0,3,2,1,0,0,0,0,0,0,0,0,4
461121,1,0,28,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,4
461121,1,0,33,0,1,0,0,4,2,0,0,0,0,0,0,0,0,1,4
461122,1,1,26,0,3,8,0,2,3,0,0,0,1,0,0,0,1,0,4
461123,1,0,20,0,5,2,0,4,3,0,0,1,0,0,0,0,0,0,4
461124,1,0,19,0,5,1,0,8,3,0,0,0,0,0,0,0,0,0,4
461124,1,0,21,0,5,1,0,8,3,0,0,0,0,0,0,0,0,1,4
461125,1,1,51,1,6,1,0,-1,3,0,0,0,1,0,1,0,0,0,1
461126,0,0,28,1,6,-1,0,2,3,0,1,1,0,0,0,0,0,0,2
461127,1,0,23,0,5,1,0,5,3,1,0,0,0,1,0,0,0,0,4
461127,1,0,20,0,5,1,0,5,3,0,0,0,0,0,0,0,0,1,4
461128,1,0,20,0,5,7,0,3,5,0,0,0,0,0,0,0,1,0,4
461128,1,0,19,0,5,7,0,3,5,0,0,0,0,0,0,0,0,1,4
461129,0,1,63,1,3,0,1,4,5,0,1,0,1,0,1,0,0,0,2
461129,0,1,58,1,3,1,1,4,5,0,0,0,0,0,0,0,0,1,2
461131,1,1,68,1,0,0,2,-1,5,1,0,0,0,0,0,0,0,0,1
461131,1,1,67,1,0,1,2,-1,5,0,0,0,0,0,0,0,0,1,1
461132,1,1,68,1,0,2,0,1,5,0,0,0,0,0,0,0,0,0,2
461133,1,0,23,0,5,1,0,4,5,0,0,1,0,1,0,0,0,0,4
461134,1,1,32,1,1,0,0,3,5,0,0,0,1,0,1,0,0,0,4
461135,0,0,19,0,5,0,0,3,5,0,1,1,0,1,0,0,0,0,4
461136,1,0,59,1,0,1,0,1,5,1,0,0,0,0,1,0,0,0,2
461137,1,1,60,1,3,0,0,4,5,0,0,0,1,0,0,0,0,0,1
461138,1,1,63,1,3,1,2,2,6,0,0,0,0,0,0,0,1,0,2
461139,0,0,32,1,0,4,0,4,1,0,1,1,0,0,0,1,0,0,1
461140,0,0,30,0,6,3,0,-1,2,0,0,0,0,1,0,0,1,0,4
461141,1,1,55,0,6,2,0,1,2,1,0,0,1,0,0,0,0,0,1
461142,0,0,40,1,2,1,0,3,2,0,1,1,0,0,1,0,0,0,2
461144,0,0,23,0,7,0,0,6,2,0,0,0,0,1,0,0,0,0,2
461145,0,1,36,1,3,0,0,2,2,0,0,0,1,0,1,0,0,0,1
461145,0,1,36,1,3,1,0,2,2,0,0,0,0,0,0,0,0,1,1
461146,1,1,56,1,3,0,0,2,2,1,0,0,0,0,0,0,0,0,3
461147,1,1,33,1,0,2,0,-1,2,0,0,0,0,0,0,0,0,0,3
461148,1,-1,37,1,0,1,1,3,2,0,0,0,0,0,0,0,0,0,1
461149,0,0,23,0,5,0,0,3,2,0,1,0,0,1,0,0,0,0,4
461150,0,-1,20,0,8,0,2,2,2,0,0,0,0,0,0,0,0,0,1
461151,1,0,32,1,0,0,0,3,2,1,0,0,0,0,1,0,0,0,4
461152,0,0,30,0,6,8,0,-1,2,0,1,0,0,1,0,0,0,0,
461153,0,1,32,1,0,-1,2,3,2,0,0,0,1,0,1,0,0,0,1
461154,1,0,21,0,6,0,0,4,2,1,0,1,0,1,0,0,0,0,1
461154,1,0,23,0,6,1,0,4,2,0,0,0,0,0,0,0,0,1,1
461155,0,1,51,1,0,3,0,2,2,0,1,0,1,0,1,0,0,0,2
461156,1,0,22,0,8,3,0,6,2,1,0,1,0,1,0,0,0,0,4
461157,1,0,37,0,5,0,0,5,2,0,0,0,0,0,0,0,0,0,1
461158,0,0,42,1,3,1,0,-1,2,0,1,0,0,0,1,0,0,0,
461160,1,1,49,1,0,1,0,2,2,1,0,0,1,0,0,0,0,0,1
461161,1,0,48,1,3,1,0,2,2,0,0,1,0,0,0,0,0,0,1
461162,0,0,41,0,8,9,0,3,2,0,1,0,0,1,0,0,0,0,2
461162,0,0,37,0,8,8,0,3,2,0,0,0,0,0,0,0,0,1,2
461163,0,1,60,0,3,9,0,4,2,0,0,0,1,0,0,0,0,0,2
461163,0,1,58,0,3,9,0,4,2,0,0,0,0,0,0,0,0,1,2
461164,0,0,39,1,1,9,0,1,2,0,0,1,0,0,1,0,0,0,2
461165,1,1,28,0,0,1,1,2,2,1,0,0,1,1,0,0,0,0,1
461166,0,1,41,1,3,5,2,-1,2,0,1,0,0,0,1,0,0,0,4
461167,1,1,29,1,8,1,2,2,2,1,0,0,0,0,0,0,0,0,1
461168,0,1,29,0,2,5,1,2,2,0,1,0,0,1,0,0,0,0,1
461168,0,1,26,0,2,7,1,2,2,0,0,0,0,0,0,0,0,1,1
461169,1,0,39,1,3,9,0,2,2,1,0,1,0,0,1,0,0,0,4
461169,1,0,39,1,3,9,0,2,2,0,0,0,0,0,0,0,0,1,4
461170,0,0,40,0,2,0,0,3,2,0,1,0,0,1,0,0,0,0,1
461171,1,1,41,1,0,-1,1,3,2,1,0,0,1,0,1,0,0,0,1
461172,0,1,71,1,7,1,0,1,2,0,1,0,0,0,0,0,0,0,1
461173,1,1,45,1,0,1,0,4,2,1,0,0,0,0,0,0,0,0,2
461174,0,0,23,0,8,-1,0,4,2,0,1,1,0,1,0,0,0,0,2
461174,0,0,23,0,8,-1,0,4,2,0,0,0,0,0,0,0,0,1,2
461175,1,1,57,1,5,1,0,3,5,1,0,0,1,0,1,0,1,0,2
461176,0,1,66,0,2,6,1,4,4,0,1,0,0,1,0,1,0,0,2
461177,1,1,36,0,4,8,1,4,0,1,0,0,0,0,0,1,0,0,2
461177,1,1,41,0,4,8,1,4,0,0,0,0,0,0,0,0,0,1,2
461178,1,1,33,0,3,1,0,3,2,0,0,0,0,0,0,0,1,0,4
461178,1,1,26,0,3,0,0,3,2,0,0,0,0,0,0,0,0,1,4
461179,0,1,25,0,2,3,0,3,2,0,1,0,0,0,0,0,0,0,
461180,1,0,28,0,3,0,0,3,2,1,0,1,0,0,0,0,0,0,4
461181,1,0,21,0,5,-1,0,4,2,0,0,0,0,0,0,0,0,0,4
461181,1,0,19,0,5,-1,0,4,2,0,0,0,0,0,0,0,0,1,4
461182,1,0,18,0,5,-1,0,-1,2,0,0,0,0,0,0,0,0,0,4
461183,1,0,36,0,4,0,0,5,2,0,0,0,0,0,0,0,0,0,
461184,1,0,19,0,5,-1,0,4,2,0,0,0,0,0,0,0,0,0,4
461185,0,0,22,0,5,-1,0,4,2,0,1,0,0,0,0,0,0,0,4
461186,0,0,18,0,5,-1,0,3,2,0,0,0,0,0,0,0,0,0,4
461187,1,0,29,0,5,9,0,4,2,1,0,0,0,0,0,0,0,0,4
461187,1,0,29,0,5,9,0,4,2,0,0,0,0,0,0,0,0,1,4
461189,1,1,87,0,7,-1,0,1,2,0,0,0,1,0,0,0,0,0,2
461190,0,0,31,0,2,0,0,2,5,0,1,1,0,0,0,0,1,0,4
461191,0,1,45,1,8,8,0,4,5,0,0,0,1,0,1,0,0,0,4
461192,0,1,46,1,0,-1,2,-1,5,0,0,0,0,0,0,0,0,0,3
461193,0,0,41,1,8,1,0,1,5,0,0,1,0,0,0,0,0,0,4
461194,0,0,33,0,1,1,0,8,3,0,0,0,0,1,0,1,0,0,3
461195,1,0,18,0,5,0,0,2,3,1,0,0,0,0,0,0,0,0,4
461196,0,1,42,1,2,8,0,2,2,0,1,0,1,0,1,1,0,0,4
461197,1,0,28,0,8,0,0,1,2,1,0,1,0,1,0,0,0,0,4
461197,1,0,26,0,8,1,0,1,2,0,0,0,0,0,0,0,0,1,4
461198,0,0,89,1,7,-1,0,1,5,0,1,0,0,0,1,0,1,0,4
461198,0,0,78,1,7,-1,0,1,5,0,0,0,0,0,0,0,0,1,4
461199,0,0,85,1,6,4,0,1,5,0,0,0,0,0,0,0,0,0,4
461200,0,0,33,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,3
461201,0,0,59,1,0,-1,0,1,5,0,0,0,0,0,0,0,0,0,3
461201,0,0,55,1,0,-1,0,1,5,0,0,0,0,0,0,0,0,1,3
461202,1,0,33,1,5,-1,0,4,5,1,0,0,0,0,0,0,0,0,3
461203,0,1,26,0,7,0,0,9,6,0,1,0,1,1,0,0,1,0,3
461204,0,1,86,1,0,-1,0,4,-1,0,0,0,0,0,1,1,0,0,4
461205,1,0,27,1,5,-1,0,3,1,1,0,1,0,0,0,0,1,0,4
461205,1,0,26,1,5,-1,0,3,1,0,0,0,0,0,0,0,0,1,4
461206,1,0,28,1,5,9,0,1,5,0,0,0,0,0,0,0,1,0,4
461207,0,0,60,1,0,6,0,1,5,0,1,0,0,0,0,0,0,0,2
461208,0,0,32,1,6,5,0,1,5,0,0,0,0,0,0,0,0,0,4
461209,0,0,31,0,5,9,0,1,5,0,0,0,0,1,0,0,0,0,4
461210,0,0,38,1,5,0,0,4,5,0,0,0,0,0,1,0,0,0,1
461211,0,0,53,1,3,0,0,1,5,0,0,0,0,0,0,0,0,0,1
461211,0,0,46,1,3,0,0,1,5,0,0,0,0,0,0,0,0,1,1
461212,0,0,30,0,6,10,0,6,5,0,0,0,0,1,0,0,0,0,4
461213,0,0,31,1,5,1,0,4,5,0,0,0,0,0,1,0,0,0,1
461214,1,0,29,0,5,0,0,4,5,1,0,0,0,1,0,0,0,0,
461215,0,0,36,1,0,13,0,1,5,0,1,0,0,0,1,0,0,0,4
461215,0,0,36,1,0,10,0,1,5,0,0,0,0,0,0,0,0,1,4
461216,0,0,43,0,-1,-1,0,-1,5,0,0,0,0,1,0,0,0,0,1
461217,0,0,33,1,2,1,0,5,5,0,0,0,0,0,1,0,0,0,4
461218,1,1,27,0,4,0,0,6,5,1,0,0,1,1,0,0,0,0,4
461218,1,1,27,0,4,1,0,6,5,0,0,0,0,0,0,0,0,1,4
461219,0,0,28,1,5,8,0,3,5,0,1,1,0,0,1,0,0,0,4
461220,0,0,26,0,4,8,0,3,5,0,0,0,0,1,0,0,0,0,4
461220,0,0,29,0,4,8,0,3,5,0,0,0,0,0,0,0,0,1,4
461221,0,0,30,0,8,1,0,4,5,0,0,0,0,0,0,0,0,0,2
461221,0,0,25,0,8,1,0,4,5,0,0,0,0,0,0,0,0,1,2
461222,0,0,48,1,0,1,0,1,6,0,0,0,0,0,1,0,1,0,4
461224,0,1,33,1,1,8,2,2,5,0,0,0,1,0,0,1,0,0,4
461225,0,0,32,0,8,11,0,6,5,0,0,1,0,1,0,0,0,0,4
461225,0,0,30,0,8,10,0,6,5,0,0,0,0,0,0,0,0,1,4
461226,1,1,51,1,-1,1,0,2,5,1,0,0,1,0,1,0,0,0,4
461226,1,1,45,1,-1,1,0,2,5,0,0,0,0,0,0,0,0,1,4
461227,1,0,21,0,5,0,0,4,5,0,0,1,0,1,0,0,0,0,4
461228,1,1,26,0,1,9,0,6,5,0,0,0,1,0,0,0,0,0,4
461229,0,1,28,1,5,0,1,2,5,0,1,0,0,0,1,0,0,0,1
461230,0,0,19,0,4,0,0,-1,2,0,0,1,0,1,0,1,0,0,4
461230,0,0,21,0,4,0,0,-1,2,0,0,0,0,0,0,0,0,1,4
461231,1,1,52,1,0,2,2,1,3,1,0,0,1,0,1,0,1,0,4
461232,0,1,36,1,4,-1,2,-1,2,0,1,0,0,0,0,1,0,0,1
461232,0,1,41,1,4,-1,2,-1,2,0,0,0,0,0,0,0,0,1,1
461233,1,1,37,1,3,-1,0,-1,2,1,0,0,0,0,0,0,0,0,4
461233,1,1,38,1,3,-1,0,-1,2,0,0,0,0,0,0,0,0,1,4
461234,0,0,53,1,0,3,0,-1,3,0,1,1,0,0,0,0,1,0,1
461235,0,0,50,1,5,-1,0,1,5,0,0,0,0,0,0,0,1,0,4
461236,0,0,30,1,5,9,0,1,5,0,0,0,0,0,0,0,0,0,4
461236,0,0,28,1,5,9,0,1,5,0,0,0,0,0,0,0,0,1,4
461237,1,0,30,1,1,0,0,5,1,1,0,0,0,0,0,1,0,0,1
461237,1,0,33,1,1,1,0,5,1,0,0,0,0,0,0,0,0,1,1
461238,0,1,52,1,0,3,0,1,5,0,1,0,1,0,0,0,1,0,1
461239,0,0,40,1,3,-1,0,1,5,0,0,1,0,0,0,0,0,0,4
461240,0,0,45,0,8,1,0,1,5,0,0,0,0,1,0,0,0,0,4
461241,1,1,32,1,5,5,0,2,5,1,0,0,1,0,1,0,0,0,4
461241,1,1,31,1,5,7,0,2,5,0,0,0,0,0,0,0,0,1,4
461242,1,1,52,1,5,1,0,2,5,0,0,0,0,0,0,0,0,0,4
461242,1,1,45,1,5,0,0,2,5,0,0,0,0,0,0,0,0,1,4
461243,1,1,49,1,8,0,0,5,5,0,0,0,0,0,0,0,0,0,4
461243,1,1,47,1,8,0,0,5,5,0,0,0,0,0,0,0,0,1,4
461244,0,0,41,0,8,1,0,1,5,0,1,1,0,1,0,0,0,0,4
461245,1,1,39,1,-1,5,1,3,5,1,0,0,1,0,1,0,0,0,1
461246,1,1,51,1,0,-1,1,5,5,0,0,0,0,0,0,0,0,0,3
461247,0,0,49,1,0,4,0,1,5,0,1,1,0,0,0,0,0,0,1
461248,0,0,37,0,5,1,0,1,5,0,0,0,0,1,0,0,0,0,4
461248,0,0,39,0,5,0,0,1,5,0,0,0,0,0,0,0,0,1,4
461249,0,0,53,1,0,1,0,-1,6,0,0,0,0,0,1,0,1,0,4
461250,0,1,47,1,7,2,2,4,5,0,0,0,1,0,0,1,0,0,4
461251,0,0,46,1,8,0,0,-1,5,0,0,1,0,0,0,0,0,0,4
461251,0,0,47,1,8,1,0,-1,5,0,0,0,0,0,0,0,0,1,4
461252,0,1,48,1,1,1,0,1,2,0,0,0,1,0,0,1,0,0,4
461252,0,1,53,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,4
461253,0,0,18,0,5,0,0,5,3,0,0,1,0,1,0,0,1,0,4
461255,1,0,18,0,5,1,0,5,3,1,0,0,0,0,0,0,0,0,4
461256,1,0,33,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,3
461256,1,0,27,0,1,1,0,4,3,0,0,0,0,0,0,0,0,1,3
461257,1,1,41,1,2,1,1,2,3,0,0,0,1,0,1,0,0,0,3
461257,1,1,37,1,2,1,1,2,3,0,0,0,0,0,0,0,0,1,3
461258,0,1,57,1,0,1,1,3,3,0,1,0,0,0,0,0,0,0,3
461258,0,1,62,1,0,1,1,3,3,0,0,0,0,0,0,0,0,1,3
461259,1,0,59,1,3,0,0,1,3,1,0,1,0,0,0,0,0,0,1
461260,1,0,20,0,8,1,0,3,3,0,0,0,0,1,0,0,0,0,4
461261,0,0,29,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1
461262,0,0,27,0,2,1,0,7,3,0,0,0,0,0,0,0,0,0,1
461262,0,0,29,0,2,0,0,7,3,0,0,0,0,0,0,0,0,1,1
461263,0,1,48,1,0,1,0,1,3,0,0,0,1,0,1,0,0,0,1
461263,0,1,51,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1
461264,1,0,19,0,1,0,0,3,3,1,0,1,0,1,0,0,0,0,4
461265,1,0,33,0,8,1,0,6,3,0,0,0,0,0,0,0,0,0,4
461265,1,0,30,0,8,1,0,6,3,0,0,0,0,0,0,0,0,1,4
461266,0,0,35,1,0,-1,0,1,3,0,1,0,0,0,1,0,0,0,1
461267,0,0,35,1,5,-1,0,1,3,0,0,0,0,0,0,0,0,0,4
461268,0,1,60,1,0,0,1,2,3,0,0,0,1,0,0,0,0,0,2
461269,1,0,18,0,3,0,0,4,3,1,0,1,0,1,0,0,0,0,
461270,1,1,40,1,0,1,0,1,2,0,0,0,1,0,1,1,0,0,1
461272,1,1,67,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2
461273,1,1,73,1,3,1,2,4,5,0,0,0,0,0,0,0,1,0,2
461274,0,1,74,1,7,-1,2,2,5,0,1,0,0,0,0,0,0,0,1
461274,0,1,87,1,7,-1,2,2,5,0,0,0,0,0,0,0,0,1,1
461275,1,1,66,1,8,1,2,2,5,1,0,0,0,0,0,0,0,0,2
461276,1,1,67,1,8,1,0,2,6,0,0,0,0,0,0,0,1,0,4
461276,1,1,68,1,8,0,0,2,6,0,0,0,0,0,0,0,0,1,4
461277,1,1,82,1,7,7,0,1,5,0,0,0,0,0,0,1,0,0,1
461277,1,1,84,1,7,5,0,1,5,0,0,0,0,0,0,0,0,1,1
461278,1,0,23,0,5,1,0,4,5,0,0,1,0,1,0,0,0,0,4
461279,1,0,18,0,1,4,0,2,5,0,0,0,0,0,0,0,0,0,1
461280,1,0,20,0,5,7,0,4,1,0,0,0,0,0,0,1,0,0,4
461281,1,0,23,0,5,4,0,9,1,0,0,0,0,0,0,0,0,0,4
461281,1,0,22,0,5,2,0,9,1,0,0,0,0,0,0,0,0,1,4
461282,1,0,21,0,5,0,0,4,-1,0,0,0,0,0,0,1,0,0,4
461283,1,0,19,0,5,1,0,4,5,0,0,0,0,0,0,0,1,0,4
461284,1,0,23,0,0,1,0,4,5,0,0,0,0,0,0,0,0,0,4
461285,1,0,20,0,5,-1,0,3,5,0,0,0,0,0,0,0,0,0,4
461286,0,0,20,0,1,4,0,4,5,0,1,0,0,0,0,0,0,0,4
461286,0,0,22,0,1,2,0,4,5,0,0,0,0,0,0,0,0,1,4
461287,1,1,42,1,4,1,2,5,5,1,0,0,1,0,1,0,0,0,2
461288,1,0,26,1,1,1,0,4,5,0,0,1,0,0,0,0,0,0,3
461289,1,0,22,0,5,0,0,3,5,0,0,0,0,1,0,0,0,0,4
461289,1,0,21,0,5,1,0,3,5,0,0,0,0,0,0,0,0,1,4
461290,1,0,22,0,5,-1,0,2,5,0,0,0,0,0,0,0,0,0,4
461291,1,0,18,0,5,0,0,2,5,0,0,0,0,0,0,0,0,0,4
461292,0,1,81,0,7,-1,2,2,2,0,1,0,1,0,0,1,0,0,4
461292,0,1,89,0,7,-1,2,2,2,0,0,0,0,0,0,0,0,1,4
461293,1,0,22,0,5,0,0,4,5,1,0,1,0,0,0,0,1,0,4
461295,0,1,66,1,0,1,1,3,5,0,1,0,1,0,1,0,0,0,3
461296,0,1,83,1,7,0,2,2,5,0,0,0,0,0,0,0,0,0,3
461297,1,1,69,0,7,0,2,2,5,1,0,0,0,1,0,0,0,0,3
461297,1,1,73,0,7,0,2,2,5,0,0,0,0,0,0,0,0,1,3
461298,0,1,78,1,0,1,2,2,5,0,1,0,0,0,1,0,0,0,3
461299,0,1,76,1,7,1,2,2,5,0,0,0,0,0,0,0,0,0,3
461299,0,1,75,1,7,0,2,2,5,0,0,0,0,0,0,0,0,1,3
461301,1,1,71,1,7,0,1,2,5,1,0,0,0,0,0,0,0,0,3
461302,1,0,20,0,5,0,0,4,5,0,0,1,0,1,0,0,0,0,4
461303,0,0,23,0,1,7,0,4,1,0,1,0,0,0,0,1,0,0,3
461303,0,0,20,0,1,6,0,4,1,0,0,0,0,0,0,0,0,1,3
461304,1,0,19,0,8,2,0,4,5,1,0,0,0,0,0,0,1,0,3
461305,1,0,22,0,5,1,0,3,5,0,0,0,0,0,0,0,0,0,4
461306,1,0,21,0,1,-1,0,4,5,0,0,0,0,0,0,0,0,0,3
461307,1,0,23,0,5,1,0,4,5,0,0,0,0,0,0,0,0,0,4
461308,1,0,18,0,5,0,0,2,5,0,0,0,0,0,0,0,0,0,4
461308,1,0,22,0,5,1,0,2,5,0,0,0,0,0,0,0,0,1,4
461309,0,0,21,0,5,1,0,4,5,0,1,0,0,0,0,0,0,0,4
461309,0,0,22,0,5,0,0,4,5,0,0,0,0,0,0,0,0,1,4
461310,1,0,20,0,8,-1,0,5,5,1,0,0,0,0,0,0,0,0,3
461311,1,0,20,0,8,0,0,4,5,0,0,0,0,0,0,0,0,0,3
461312,1,0,18,0,5,3,0,3,1,0,0,0,0,0,0,1,0,0,4
461313,1,1,57,1,0,1,1,-1,5,0,0,0,1,0,1,0,1,0,3
461313,1,1,63,1,0,0,1,-1,5,0,0,0,0,0,0,0,0,1,3
461314,1,1,46,1,0,1,1,3,5,0,0,0,0,0,0,0,0,0,3
461314,1,1,46,1,0,1,1,3,5,0,0,0,0,0,0,0,0,1,3
461316,0,1,53,1,0,0,1,2,2,0,1,0,0,0,0,1,0,0,3
461317,0,0,59,1,0,1,0,1,5,0,0,1,0,0,0,0,1,0,3
461318,0,1,56,1,0,1,1,6,4,0,0,0,1,0,0,1,0,0,3
461319,1,1,56,0,0,0,1,2,5,1,0,0,0,1,0,0,1,0,3
461319,1,1,58,0,0,0,1,2,5,0,0,0,0,0,0,0,0,1,3
461320,0,0,39,1,0,0,0,3,5,0,1,1,0,0,1,0,0,0,2
461320,0,0,41,1,0,1,0,3,5,0,0,0,0,0,0,0,0,1,2
461321,1,1,50,1,0,13,0,1,5,1,0,0,1,0,0,0,0,0,3
461322,1,1,40,1,0,0,1,2,5,0,0,0,0,0,0,0,0,0,3
461322,1,1,42,1,0,0,1,2,5,0,0,0,0,0,0,0,0,1,3
461323,0,1,41,1,5,6,1,2,5,0,1,0,0,0,0,0,0,0,3
461323,0,1,43,1,5,6,1,2,5,0,0,0,0,0,0,0,0,1,3
461324,0,0,48,1,0,4,0,1,5,0,0,1,0,0,0,0,0,0,3
461324,0,0,49,1,0,3,0,1,5,0,0,0,0,0,0,0,0,1,3
461325,1,0,61,1,3,1,0,3,1,1,0,0,0,0,0,1,0,0,3
461326,0,0,36,1,0,1,0,1,5,0,1,0,0,0,0,0,1,0,3
461326,0,0,40,1,0,0,0,1,5,0,0,0,0,0,0,0,0,1,3
